,level_0,index,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,CabinNumber,CabinSide,id,id_number
4924,10332,1639,3529_01,Mars,True,F/730/P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Clow Kie,,F,730,P,3529,01
4925,3285,3285,3530_01,Earth,True,G/568/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Besse Whitez,True,G,568,S,3530,01
4926,3286,3286,3531_01,Mars,False,F/731/P,55 Cancri e,28.0,False,809.0,0.0,31.0,733.0,0.0,Chtios Erflé,False,F,731,P,3531,01
4927,3287,3287,3531_02,Mars,True,F/731/P,TRAPPIST-1e,45.0,,,0.0,0.0,0.0,0.0,Cinda Erflé,True,F,731,P,3531,02
4928,10333,1640,3532_01,Mars,True,F/667/S,TRAPPIST-1e,,,0.0,0.0,0.0,0.0,0.0,Powl Sche,,F,667,S,3532,01
4929,3288,3288,3533_01,Mars,False,E/211/P,TRAPPIST-1e,18.0,False,1749.0,50.0,280.0,2.0,0.0,Coakey Buthe,False,E,211,P,3533,01
4930,3289,3289,3534_01,Earth,False,F/732/P,TRAPPIST-1e,23.0,False,0.0,30.0,0.0,106.0,566.0,Melia Scottney,False,F,732,P,3534,01
4931,3290,3290,3535_01,Mars,False,,TRAPPIST-1e,36.0,False,1304.0,0.0,7.0,18.0,0.0,Clow Porki,False,,,,3535,01
4932,3291,3291,3535_02,Mars,True,F/668/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Grake Porki,True,F,668,S,3535,02
4933,3292,3292,3536_01,Europa,True,A/40/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Zosmas Ineedeve,True,A,40,S,3536,01
4934,3293,3293,3537_01,Earth,False,F/733/P,55 Cancri e,29.0,False,0.0,10.0,0.0,0.0,715.0,Adriet Drakeekss,False,F,733,P,3537,01
4935,10334,1641,3538_01,Europa,False,C/128/S,55 Cancri e,36.0,False,0.0,2384.0,0.0,10232.0,243.0,Wimpha Ranicood,,C,128,S,3538,01
4936,3294,3294,3539_01,Earth,False,E/239/S,TRAPPIST-1e,31.0,False,1.0,110.0,274.0,27.0,376.0,Olly Edwartizman,False,E,239,S,3539,01
4937,3295,3295,3540_01,Earth,True,G/579/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Leonyl Buchansen,True,G,579,P,3540,01
4938,10335,1642,3541_01,Earth,False,E/240/S,TRAPPIST-1e,19.0,False,0.0,0.0,223.0,0.0,769.0,Gwenda Rilley,,E,240,S,3541,01
4939,3296,3296,3542_01,Mars,True,F/669/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Beres Derry,True,F,669,S,3542,01
4940,3297,3297,3543_01,Europa,False,C/116/P,TRAPPIST-1e,39.0,False,0.0,2804.0,0.0,130.0,139.0,Astrark Holatirint,True,C,116,P,3543,01
4941,3298,3298,3543_02,Europa,True,C/116/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Furudra Holatirint,True,C,116,P,3543,02
4942,3299,3299,3543_03,Europa,True,C/116/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Elerops Holatirint,True,C,116,P,3543,03
4943,10336,1643,3544_01,Earth,False,F/670/S,PSO J318.5-22,22.0,False,0.0,0.0,282.0,407.0,0.0,Marky Hardley,,F,670,S,3544,01
4944,10337,1644,3544_02,Earth,False,G/569/S,TRAPPIST-1e,15.0,False,28.0,1.0,806.0,0.0,57.0,Sadine Hardley,,G,569,S,3544,02
4945,10338,1645,3545_01,Earth,False,F/671/S,55 Cancri e,18.0,False,67.0,8.0,1188.0,667.0,0.0,Julies Lerez,,F,671,S,3545,01
4946,3300,3300,3546_01,Earth,False,F/672/S,TRAPPIST-1e,36.0,False,0.0,10.0,0.0,0.0,,Alendy Llonovancis,False,F,672,S,3546,01
4947,3301,3301,3547_01,Mars,False,D/112/S,55 Cancri e,21.0,False,1099.0,,1820.0,0.0,0.0,Smarve Canie,False,D,112,S,3547,01
4948,3302,3302,3548_01,Earth,False,G/580/P,TRAPPIST-1e,48.0,False,0.0,1794.0,0.0,0.0,5.0,Daley Haynardy,True,G,580,P,3548,01
4949,10339,1646,3549_01,Europa,False,D/114/P,TRAPPIST-1e,25.0,False,55.0,173.0,5.0,3769.0,103.0,Ainor Frintful,,D,114,P,3549,01
4950,10340,1647,3549_02,Europa,True,D/114/P,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,,,D,114,P,3549,02
4951,3303,3303,3550_01,Earth,True,G/570/S,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Monard Delazarson,False,G,570,S,3550,01
4952,3304,3304,3550_02,Earth,True,G/570/S,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,Jaye Delazarson,False,G,570,S,3550,02
4953,3305,3305,3550_03,Earth,True,G/570/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Celina Carvis,False,G,570,S,3550,03
4954,10341,1648,3551_01,Earth,False,G/571/S,TRAPPIST-1e,53.0,False,42.0,0.0,0.0,25.0,742.0,Patha Welles,,G,571,S,3551,01
4955,3306,3306,3552_01,Europa,False,B/136/S,55 Cancri e,50.0,False,4.0,217.0,0.0,2581.0,436.0,Kitauon Castery,False,B,136,S,3552,01
4956,3307,3307,3552_02,Europa,True,B/136/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Canonon Castery,True,B,136,S,3552,02
4957,3308,3308,3553_01,Mars,False,,TRAPPIST-1e,28.0,False,3.0,0.0,0.0,327.0,2054.0,Wafox Maie,False,,,,3553,01
4958,10342,1649,3554_01,Earth,False,F/734/P,55 Cancri e,,False,496.0,0.0,2.0,205.0,0.0,Dorie Sextones,,F,734,P,3554,01
4959,3309,3309,3555_01,Earth,False,F/735/P,TRAPPIST-1e,28.0,False,766.0,0.0,1.0,258.0,26.0,Gwendy Sykess,True,F,735,P,3555,01
4960,3310,3310,3556_01,Earth,True,G/572/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Natha Clinantones,True,G,572,S,3556,01
4961,10343,1650,3557_01,Earth,False,F/736/P,TRAPPIST-1e,19.0,False,1194.0,4.0,21.0,0.0,223.0,Shanya Mullon,,F,736,P,3557,01
4962,3311,3311,3558_01,Mars,False,D/115/P,TRAPPIST-1e,37.0,False,78.0,0.0,0.0,2948.0,0.0,Row Manie,False,D,115,P,3558,01
4963,3312,3312,3558_02,Mars,True,F/737/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Rose Manie,True,F,737,P,3558,02
4964,3313,3313,3559_01,Mars,False,D/116/P,TRAPPIST-1e,27.0,False,249.0,0.0,65.0,812.0,55.0,Sug Jaflé,False,D,116,P,3559,01
4965,3314,3314,3560_01,Mars,False,D/117/P,PSO J318.5-22,37.0,False,3.0,0.0,800.0,76.0,0.0,Weessh Chité,True,D,117,P,3560,01
4966,3315,3315,3561_01,Mars,True,F/738/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Skies Oncy,True,F,738,P,3561,01
4967,3316,3316,3561_02,Mars,False,D/118/P,TRAPPIST-1e,17.0,False,1617.0,0.0,1777.0,0.0,0.0,Wase Stpie,True,D,118,P,3561,02
4968,3317,3317,3562_01,Mars,False,E/212/P,55 Cancri e,21.0,False,2581.0,354.0,1158.0,139.0,548.0,Cole Nad,False,E,212,P,3562,01
4969,3318,3318,3562_02,Mars,False,D/119/P,55 Cancri e,55.0,False,14.0,0.0,0.0,3778.0,1.0,Mats Nad,False,D,119,P,3562,02
4970,3319,3319,3563_01,Earth,True,G/581/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Genee Williotters,True,G,581,P,3563,01
4971,3320,3320,3564_01,Earth,True,G/582/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Leene Kaufmaneyes,False,G,582,P,3564,01
4972,3321,3321,3565_01,Earth,True,G/583/P,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,Kaye Vandan,True,G,583,P,3565,01
4973,3322,3322,3566_01,Earth,False,G/573/S,55 Cancri e,19.0,False,0.0,336.0,508.0,1.0,0.0,Eriey Bartez,True,G,573,S,3566,01
4974,3323,3323,3567_01,Earth,False,F/739/P,TRAPPIST-1e,20.0,False,0.0,0.0,2687.0,35.0,340.0,Toniel Hestes,False,F,739,P,3567,01
4975,3324,3324,3568_01,Earth,False,F/740/P,TRAPPIST-1e,14.0,False,30.0,59.0,0.0,572.0,0.0,Emmax Parklaney,False,F,740,P,3568,01
4976,3325,3325,3569_01,Mars,True,F/741/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Prah Bine,True,F,741,P,3569,01
4977,3326,3326,3570_01,,False,G/574/S,PSO J318.5-22,15.0,False,85.0,373.0,160.0,5.0,0.0,Reney Balley,True,G,574,S,3570,01
4978,10344,1651,3571_01,Earth,True,G/575/S,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Sanya Jorden,,G,575,S,3571,01
4979,3327,3327,3572_01,Earth,False,G/584/P,TRAPPIST-1e,25.0,False,19.0,0.0,0.0,1679.0,0.0,Coren Bucknersony,False,G,584,P,3572,01
4980,3328,3328,3573_01,Earth,False,F/673/S,PSO J318.5-22,24.0,False,0.0,33.0,0.0,84.0,1062.0,Luzel Garnettiz,False,F,673,S,3573,01
4981,10345,1652,3574_01,Earth,False,G/576/S,TRAPPIST-1e,20.0,False,82.0,503.0,69.0,94.0,24.0,Jerek Mcleaney,,G,576,S,3574,01
4982,10346,1653,3575_01,Europa,False,B/137/S,55 Cancri e,56.0,False,977.0,806.0,0.0,3744.0,361.0,Alyatik Wheltary,,B,137,S,3575,01
4983,3329,3329,3576_01,Earth,False,F/742/P,TRAPPIST-1e,22.0,False,0.0,4.0,0.0,0.0,1267.0,Ela Brenney,True,F,742,P,3576,01
4984,3330,3330,3577_01,Mars,False,F/743/P,TRAPPIST-1e,26.0,False,1178.0,7.0,0.0,7.0,0.0,Pot Apie,False,F,743,P,3577,01
4985,3331,3331,3578_01,Mars,True,,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Clers Hac,True,,,,3578,01
4986,3332,3332,3579_01,Earth,False,F/675/S,PSO J318.5-22,20.0,False,0.0,0.0,1.0,0.0,2260.0,Joycey Cartez,False,F,675,S,3579,01
4987,10347,1654,3580_01,Europa,False,D/114/S,55 Cancri e,64.0,False,0.0,2404.0,9.0,0.0,77.0,Eleonon Airdring,,D,114,S,3580,01
4988,10348,1655,3580_02,Europa,True,B/138/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Azet Airdring,,B,138,S,3580,02
4989,10349,1656,3581_01,Europa,False,C/129/S,TRAPPIST-1e,36.0,False,3635.0,804.0,0.0,3.0,100.0,Grastab Craing,,C,129,S,3581,01
4990,3333,3333,3582_01,Earth,False,G/585/P,TRAPPIST-1e,53.0,False,323.0,120.0,14.0,450.0,0.0,Leria Mcgoway,True,G,585,P,3582,01
4991,10350,1657,3583_01,Mars,False,D/115/S,TRAPPIST-1e,51.0,False,914.0,140.0,2.0,0.0,0.0,Wark Quité,,D,115,S,3583,01
4992,3334,3334,3584_01,Earth,False,F/676/S,TRAPPIST-1e,55.0,False,42.0,4.0,1215.0,0.0,3.0,Gayla Leonzaley,True,F,676,S,3584,01
4993,10351,1658,3585_01,Earth,True,G/577/S,PSO J318.5-22,16.0,False,0.0,0.0,,0.0,0.0,Yolace Guerson,,G,577,S,3585,01
4994,3335,3335,3586_01,Earth,False,G/586/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,739.0,29.0,Garry Birds,False,G,586,P,3586,01
4995,10352,1659,3587_01,Earth,True,G/578/S,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Vanie Llonovancis,,G,578,S,3587,01
4996,10353,1660,3587_02,Earth,False,F/677/S,55 Cancri e,50.0,False,793.0,0.0,0.0,1.0,0.0,Bretty Llonovancis,,F,677,S,3587,02
4997,10354,1661,3587_03,Earth,False,G/578/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stanya Llonovancis,,G,578,S,3587,03
4998,3336,3336,3588_01,Mars,False,D/120/P,TRAPPIST-1e,35.0,False,576.0,0.0,459.0,22.0,0.0,Frunad Concy,False,D,120,P,3588,01
4999,3337,3337,3588_02,Mars,False,D/120/P,TRAPPIST-1e,40.0,False,787.0,0.0,88.0,0.0,0.0,Terry Concy,False,D,120,P,3588,02
5000,10355,1662,3589_01,Earth,False,F/744/P,TRAPPIST-1e,34.0,False,1043.0,0.0,70.0,744.0,0.0,Dell Petton,,F,744,P,3589,01
5001,10356,1663,3589_02,Earth,True,G/587/P,TRAPPIST-1e,3.0,False,0.0,,0.0,0.0,0.0,Harlos Petton,,G,587,P,3589,02
5002,10357,1664,3589_03,Earth,True,G/587/P,PSO J318.5-22,11.0,False,0.0,0.0,0.0,0.0,0.0,Deany Waltonson,,G,587,P,3589,03
5003,10358,1665,3589_04,,True,G/587/P,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,Jeane Lambucketty,,G,587,P,3589,04
5004,10359,1666,3589_05,Earth,False,G/587/P,TRAPPIST-1e,47.0,False,1.0,,0.0,302.0,0.0,Willah Lambucketty,,G,587,P,3589,05
5005,10360,1667,3589_06,Earth,True,G/587/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Ireen Petton,,G,587,P,3589,06
5006,10361,1668,3589_07,Earth,True,G/587/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Verek Petton,,G,587,P,3589,07
5007,10362,1669,3590_01,Earth,False,E/213/P,TRAPPIST-1e,23.0,False,0.0,4.0,737.0,309.0,558.0,Trick Potters,,E,213,P,3590,01
5008,3338,3338,3591_01,Earth,False,E/214/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1609.0,Elenay Serraynardy,False,E,214,P,3591,01
5009,3339,3339,3592_01,Mars,False,D/121/P,PSO J318.5-22,22.0,False,193.0,1.0,640.0,15.0,30.0,Ungles Prité,True,D,121,P,3592,01
5010,3340,3340,3592_02,Mars,False,E/215/P,TRAPPIST-1e,21.0,False,354.0,113.0,,487.0,0.0,Book Nanie,False,E,215,P,3592,02
5011,10363,1670,3593_01,Europa,False,C/117/P,TRAPPIST-1e,27.0,False,0.0,3354.0,23.0,220.0,877.0,Alraid Manized,,C,117,P,3593,01
5012,3341,3341,3594_01,Earth,True,G/588/P,PSO J318.5-22,64.0,False,0.0,0.0,0.0,0.0,0.0,Amyra Kirks,True,G,588,P,3594,01
5013,3342,3342,3595_01,Europa,True,B/139/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Shamark Modomel,True,B,139,S,3595,01
5014,3343,3343,3596_01,Mars,False,F/745/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Sweal Erry,True,F,745,P,3596,01
5015,3344,3344,3597_01,Earth,False,G/589/P,TRAPPIST-1e,25.0,False,0.0,813.0,89.0,12.0,0.0,Loise Parrett,False,G,589,P,3597,01
5016,3345,3345,3598_01,Earth,False,,55 Cancri e,19.0,False,616.0,0.0,46.0,0.0,14.0,Dony Olivasquez,False,,,,3598,01
5017,10364,1671,3599_01,Earth,False,,TRAPPIST-1e,46.0,False,48.0,856.0,0.0,0.0,4.0,Philda Newtontoss,,,,,3599,01
5018,3346,3346,3600_01,Earth,True,G/580/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Anda Lardy,True,G,580,S,3600,01
5019,10365,1672,3601_01,Earth,False,G/591/P,TRAPPIST-1e,34.0,False,270.0,0.0,56.0,549.0,13.0,Feline Hopperett,,G,591,P,3601,01
5020,10366,1673,3601_02,Earth,False,G/591/P,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Andary Hinglendez,,G,591,P,3601,02
5021,10367,1674,3601_03,Earth,True,G/591/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Ritany Hopperett,,G,591,P,3601,03
5022,10368,1675,3601_04,Earth,False,G/591/P,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Neilda Dicksons,,G,591,P,3601,04
5023,10369,1676,3601_05,Earth,True,G/591/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Doria Hinglendez,,G,591,P,3601,05
5024,10370,1677,3601_06,Earth,False,F/746/P,TRAPPIST-1e,41.0,False,0.0,18.0,50.0,1317.0,0.0,Briney Hopperett,,F,746,P,3601,06
5025,10371,1678,3601_07,Earth,False,G/591/P,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Dandy Hopperett,,G,591,P,3601,07
5026,3347,3347,3602_01,Mars,,F/678/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Dakes Vicke,True,F,678,S,3602,01
5027,10372,1679,3603_01,Mars,True,F/679/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Oareel Bre,,F,679,S,3603,01
5028,10373,1680,3603_02,Mars,True,F/679/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Jifes Bre,,F,679,S,3603,02
5029,10374,1681,3604_01,Earth,True,G/581/S,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,,0.0,Berta Franton,,G,581,S,3604,01
5030,3348,3348,3605_01,Earth,True,G/592/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Joyces Alldson,True,G,592,P,3605,01
5031,3349,3349,3606_01,Earth,True,G/593/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Blance Daughttley,False,G,593,P,3606,01
5032,3350,3350,3607_01,Mars,True,F/747/P,,31.0,False,0.0,0.0,0.0,0.0,0.0,Komos Dal,True,F,747,P,3607,01
5033,3351,3351,3608_01,Europa,True,D/122/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Zosmas Mormonized,True,D,122,P,3608,01
5034,3352,3352,3608_02,Europa,True,D/122/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Alhail Mormonized,True,D,122,P,3608,02
5035,3353,3353,3608_03,Europa,,D/122/P,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Skyrmak Mormonized,True,D,122,P,3608,03
5036,3354,3354,3609_01,Europa,False,C/118/P,55 Cancri e,28.0,False,5.0,2052.0,0.0,3340.0,,Grumak Fralledic,False,C,118,P,3609,01
5037,3355,3355,3609_02,Europa,False,C/118/P,TRAPPIST-1e,27.0,False,0.0,325.0,0.0,8.0,1622.0,Mesaton Fralledic,False,C,118,P,3609,02
5038,3356,3356,3609_03,Europa,,C/118/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Eltais Fralledic,True,C,118,P,3609,03
5039,3357,3357,3609_04,Europa,True,C/118/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Fomalik Fralledic,True,C,118,P,3609,04
5040,3358,3358,3610_01,Earth,True,G/582/S,,17.0,False,0.0,0.0,0.0,0.0,0.0,Hencey Buckleinson,True,G,582,S,3610,01
5041,3359,3359,3610_02,Earth,False,F/680/S,TRAPPIST-1e,36.0,False,5.0,,896.0,0.0,1.0,Darrie Buckleinson,True,F,680,S,3610,02
5042,10375,1682,3611_01,Earth,False,F/681/S,TRAPPIST-1e,23.0,False,0.0,414.0,0.0,1.0,286.0,Leonyl Matts,,F,681,S,3611,01
5043,3360,3360,3612_01,Earth,False,E/241/S,TRAPPIST-1e,24.0,False,1.0,790.0,0.0,0.0,0.0,Branda Midtt,True,E,241,S,3612,01
5044,3361,3361,3613_01,Earth,False,F/748/P,TRAPPIST-1e,18.0,False,0.0,733.0,0.0,0.0,0.0,Bethew Lewintos,True,F,748,P,3613,01
5045,3362,3362,3614_01,Earth,False,F/749/P,TRAPPIST-1e,20.0,False,2.0,0.0,7.0,2.0,547.0,Eduard Quinnerry,False,F,749,P,3614,01
5046,3363,3363,3615_01,Earth,False,G/583/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Kurta Greenez,False,G,583,S,3615,01
5047,3364,3364,3615_02,Earth,False,F/682/S,TRAPPIST-1e,,False,2.0,753.0,5.0,0.0,0.0,Loree Greenez,True,F,682,S,3615,02
5048,3365,3365,3616_01,Earth,True,G/584/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Cliney Horners,True,G,584,S,3616,01
5049,10376,1683,3617_01,Earth,False,G/585/S,TRAPPIST-1e,34.0,False,0.0,461.0,0.0,0.0,424.0,Fayen Solivers,,G,585,S,3617,01
5050,10377,1684,3617_02,Earth,False,G/585/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Eleah Solivers,,G,585,S,3617,02
5051,10378,1685,3617_03,Earth,False,F/683/S,TRAPPIST-1e,25.0,False,12.0,1.0,0.0,1045.0,33.0,Daisya Solivers,,F,683,S,3617,03
5052,10379,1686,3618_01,Europa,True,A/41/S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Taram Poustive,,A,41,S,3618,01
5053,10380,1687,3618_02,Europa,False,A/41/S,55 Cancri e,42.0,True,0.0,2227.0,76.0,2140.0,5513.0,Mareson Poustive,,A,41,S,3618,02
5054,10381,1688,3618_03,Europa,False,A/41/S,TRAPPIST-1e,40.0,False,,4223.0,0.0,0.0,14.0,Mulk Poustive,,A,41,S,3618,03
5055,10382,1689,3618_04,Europa,False,A/41/S,TRAPPIST-1e,18.0,False,244.0,256.0,0.0,2675.0,89.0,Tach Poustive,,A,41,S,3618,04
5056,3366,3366,3619_01,Europa,False,B/114/P,TRAPPIST-1e,36.0,False,43.0,2.0,0.0,14.0,16337.0,Tauva Roureed,False,B,114,P,3619,01
5057,3367,3367,3620_01,Europa,True,B/115/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Mergas Trantermle,True,B,115,P,3620,01
5058,10383,1690,3621_01,Mars,False,F/750/P,TRAPPIST-1e,42.0,False,1853.0,7.0,37.0,0.0,0.0,Alebix Sueke,,F,750,P,3621,01
5059,10384,1691,3621_02,Mars,False,F/750/P,TRAPPIST-1e,40.0,False,1114.0,0.0,193.0,0.0,1.0,Chicke Sueke,,F,750,P,3621,02
5060,3368,3368,3622_01,Europa,True,C/119/P,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Hadlam Honatte,True,C,119,P,3622,01
5061,3369,3369,3622_02,Europa,False,C/119/P,55 Cancri e,38.0,False,,3456.0,0.0,1486.0,1157.0,Taux Honatte,False,C,119,P,3622,02
5062,10385,1692,3623_01,Earth,False,F/751/P,TRAPPIST-1e,28.0,False,0.0,0.0,949.0,0.0,0.0,Isaacy Hersons,,F,751,P,3623,01
5063,3370,3370,3624_01,,False,G/594/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Dawne Tranklinay,False,G,594,P,3624,01
5064,3371,3371,3625_01,Earth,False,E/216/P,TRAPPIST-1e,37.0,False,0.0,559.0,366.0,0.0,62.0,Clarry Sterreray,True,E,216,P,3625,01
5065,3372,3372,3626_01,Earth,True,G/586/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Wine Patthews,True,G,586,S,3626,01
5066,10386,1693,3627_01,Europa,False,C/130/S,TRAPPIST-1e,56.0,False,0.0,7748.0,0.0,0.0,1.0,Alraium Wingcoling,,C,130,S,3627,01
5067,3373,3373,3628_01,Earth,False,F/752/P,55 Cancri e,18.0,False,42.0,103.0,0.0,498.0,0.0,Vanez Hammonton,False,F,752,P,3628,01
5068,3374,3374,3629_01,Mars,True,F/753/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Healls Butte,True,F,753,P,3629,01
5069,3375,3375,3630_01,Earth,False,F/754/P,PSO J318.5-22,61.0,False,0.0,1.0,276.0,410.0,54.0,Darry Micknightt,False,F,754,P,3630,01
5070,3376,3376,3631_01,Earth,False,F/755/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,484.0,344.0,Chael Bardsey,False,F,755,P,3631,01
5071,10387,1694,3632_01,Earth,False,G/587/S,TRAPPIST-1e,22.0,False,9.0,0.0,485.0,0.0,272.0,Alvia Georgasey,,G,587,S,3632,01
5072,10388,1695,3633_01,Mars,,F/756/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Coves Bun,,F,756,P,3633,01
5073,3377,3377,3634_01,Earth,False,E/242/S,TRAPPIST-1e,29.0,False,25.0,692.0,0.0,0.0,1.0,Greggy Merce,True,E,242,S,3634,01
5074,10389,1696,3635_01,Earth,True,G/588/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Fredy Handertiz,,G,588,S,3635,01
5075,10390,1697,3635_02,Earth,False,F/684/S,TRAPPIST-1e,36.0,False,504.0,49.0,0.0,87.0,83.0,Rica Handertiz,,F,684,S,3635,02
5076,3378,3378,3636_01,Mars,False,D/123/P,TRAPPIST-1e,37.0,False,1280.0,0.0,1.0,111.0,408.0,Wor Anche,False,D,123,P,3636,01
5077,10391,1698,3637_01,Mars,False,E/243/S,TRAPPIST-1e,34.0,False,1604.0,309.0,1.0,0.0,236.0,Forms Stche,,E,243,S,3637,01
5078,10392,1699,3638_01,Earth,False,F/685/S,TRAPPIST-1e,22.0,False,768.0,0.0,0.0,0.0,38.0,Eddiey Barberts,,F,685,S,3638,01
5079,3379,3379,3639_01,Europa,False,B/140/S,TRAPPIST-1e,29.0,False,125.0,5151.0,9.0,1.0,1.0,Mardach Contery,True,B,140,S,3639,01
5080,3380,3380,3640_01,Earth,False,E/244/S,55 Cancri e,38.0,False,0.0,695.0,0.0,49.0,876.0,Belly Schwardson,False,E,244,S,3640,01
5081,3381,3381,3640_02,Earth,True,G/589/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Troya Schwardson,False,G,589,S,3640,02
5082,3382,3382,3641_01,Earth,True,G/595/P,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Erick Pacerty,True,G,595,P,3641,01
5083,3383,3383,3641_02,Earth,False,G/595/P,TRAPPIST-1e,48.0,False,,0.0,1.0,0.0,0.0,Lilasa Powery,False,G,595,P,3641,02
5084,3384,3384,3641_03,Earth,False,,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Mathy Powery,True,,,,3641,03
5085,3385,3385,3642_01,Earth,False,F/757/P,TRAPPIST-1e,46.0,False,105.0,335.0,0.0,72.0,388.0,Tricky Rodricker,False,F,757,P,3642,01
5086,10393,1700,3643_01,Earth,True,G/590/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Davisy Shermann,,G,590,S,3643,01
5087,3386,3386,3644_01,Mars,True,F/686/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Carde Bun,True,F,686,S,3644,01
5088,3387,3387,3645_01,Mars,True,D/124/P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Masal Pepie,True,D,124,P,3645,01
5089,3388,3388,3645_02,Mars,True,D/124/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Skies Pepie,True,D,124,P,3645,02
